카테고리,키워드,질문
취미,음악,"제가 초등학생때 춤 노래에 관심이있었다가 중학교때 공부만 하고 고등학교 올라와서 다시 음악에 빠졌어요
작곡은 한번도 안해봤고 노래는 초등학생 중학생때 꾸준히 관련 동아리해서 공연도 하고 노래는 꽤 하는편입니다
근데 부모님은 그냥 공부로 가길 원하는것 같은데 저는 솔직히 공부는 고등학교와서 애매한 실력이 됐고 공부로 어중간한 대학 갈 바에는 관심있고 좋아하는 음악 열심히 준비해서 공부로 못갈 대학에 가고싶어요...
부모님 어떻게 설득하면 좋을까요 한번 말했다가 혼만 났습니다.."
취미,음악,
취미,음악,
취미,음악,"인스타 게시물 한 개일 땐 음악추가 기능이 나타나는데,
여러 항목 선택 후 게시할려 하면 음악추가 기능이 안 나타납니다.

다른 계정들은 다 되는데 도대체 왜 이런건가요?

여러장에 추가 안되는 거 저만 그런걸로 봐서는 업데이트가 안된 거 같은데.. 진짜 답답하네요

인스타그램 스레드 만들고 일부러 이러는 걸까요?"
취미,음악,
취미,음악,
취미,음악,
취미,음악,
취미,음악,음악교육과 희망하는 학생인데 음악교육과는 어느 대학이 제일 유명하고 좋은가요??
취미,음악,
취미,음악,
취미,음악,
취미,음악,갤럭시 워치5 사용자입니다. 사진에 표시된 것처럼 핸드폰이랑 워치를 연결한 상태에서 저 파란색깔을 이용하여 음악 컨트롤을 워치에서 할 수 있나요?? 사용하는 어플은 멜론입니다.
취미,음악,
취미,음악,
취미,음악,"1.음악 자체가 현실적으로 따지면 돈벌어먹고 살기 힘들다 하는데 맞나요?

2.진짜 음악을 좋아하고 진로로 잡으려는 애들은 숨쉬듯이 음악을하고 그렇게 해도 성공하기 힘들다는데 음악이 그렇게 잔인한 분야가 맞나요?

3.저는 만약 음악을 하게된다면 게임음악이나 영화음악을 만들고 싶은데 이런 작곡가가 되려면 어떻게 해야 하나요?

4.가족들이 그냥 공부 열심히해서 안정적이게 돈을 벌수있을때 음악을 하면 않되냐고 하네요 그리고 다른일이 주업이고 음악이 부업인 사람이 음악으로 돈벌어먹은 적이 있다는데 그게 가능한가요?

5.만약 가능하다면 음악을 포기하고 돈도 잘 안깨지고 공부하면 할수있는 주업을 얻은후에 음악을 제대로 하는게 효율적일까요?

6.음악을 주업으로 하는게 재능이 있지않는 이상 위험한가요?"
취미,음악,
취미,음악,"말 그대로 음악광고의 활용 가치 3개 정도만 알려주세요

추가내공 30"
취미,음악,
취미,음악,
취미,음악,
취미,음악,"임영웅 Do or Die 신곡 발매하고
음악방송에서 신고식 한거 같은데
음악방송 성적은 어떤지 알고 싶어요"
취미,음악,
취미,음악,
취미,음악,
취미,음악,
취미,음악,"제 아는 분이 인스타 게시물에 음악을 추가하셨는데요
저를 포함한 세분이 그분 인스타를 확인했는데 저와 한분은 음악이 안뜨고 다른 한분은 음악이 뜨더라고요 확인한 사람 셋 다 아이폰이였어요 이유 좀 알려주세요"
취미,음악,"아무리 검색해도 실용음악은 안나오네요
부산대에 실용음악은 따로 없나요?"
취미,음악,제가 클래식 피아노를 9년 배우고 벌써 중3인데요 고등학교를 실용음악으로 갈려구하거든요?? 근데 실용음악이 모두 재즈인가요? 이제 입시 한 달 밖에 안남았는데 재즈 피아노를 지금 배우기엔 너무 시간이 없구ㅜ 한 달 밖에 안남은 입시를어떤 곡 하는게 좋을까요…진짜 어떡하죠
취미,음악,
취미,음악,
취미,음악,"어떤 영화인지는 모르겠는데 원숭이가 도구를 집어드는 장면에서 나오는 오케스트라 같은 웅장한 음악이었습니다.

유튜브에서 요약본으로 봤는데 그 장면이 도구를 사용하는 인류로서의 진화를 상징한다는 식의 설명이 있었습니다.

음악 자체가 유명해서 여기 저기 나왔는데 영화 오리지널인지 다른데서 가져온 음악인지는 모르겠네요. 음을 장확히 몰라서 구글 등에서 흥얼거림으로 검색해도 안나오더라구요.

의미는 없을 거라 생각하지만 글로 표현해보면 빰....빰..빰밤..빰밤~ 이런 진행이었던거 같습니다."
취미,음악,"임영웅 가수의 음악방송 출연때의
신곡 Do or Die 노래가 요즘 연일
네이버TV서 핫 하던데요
또 음악방송서 볼수 있을까요?
방송출연 또 있나요?"
취미,음악,
취미,음악,
취미,음악,
취미,음악,
취미,음악,"임영웅 MBC 쇼! 음악중심 1위 했잖아요~
배너 구할 수 있을까요?"
취미,음악,
취미,음악,
취미,음악,
취미,음악,
취미,음악,
취미,음악,
취미,음악,
취미,음악,"해외 음악 많이 듣구요, 음질이 최우선 됐으면 좋겠어요
오프라인으로 들을 수 있으면 좋지만 상관없어요
음악 추천 알고리즘도 있으면 좋을 것같다 정도

추가 질문: 음악 스트리밍 어플에서 음악을 들으면 데이터가 1시간에 얼마나 쓰이는 편인가요?"
취미,음악,
취미,음악,"집에 공DVD만 있어 여기에 MP3 파일을 넣어서 영상 없이 음악 CD같은 용도로 사용하려고 하는데요

플레이어는 CD/DVD 모두 가능한 걸로 구매할 예정이라 플레이어는 문제가 없는데 플레이어 사용이나
음악을 굽는 건 처음이라 몇가지 모르는 것이 있어 여쭤보려고 합니다.

1. 음악 굽기 과정에서 데이터 CD / 오디오 CD 선택이 있는데 DVD도 오디오 CD로 선택해서 구워도 될까요?

2. 음악 굽기 완료하고 DVD 파일을 확인해보면 MP3 파일이 MUSIC 파일 내에 형성되어 있는데 폴더 안에 파일이 있어도 플레이어로 들을 때 음악이 나오나요? 아니면 폴더 밖으로 빼야하나요?




3. MUSIC 폴더 외에 MP3와 동일한 파일이 WPl 형식으로 하나 더 생성되어 있는데 이건 왜 그런건가요? 삭제해도 되는 걸까요?

4. DVD 용량만큼 여러 개의 MP3 파일을 전부 구울 수 있나요?

5. 여러 개의 MP3 파일을 굽는다면, MUSIC 파일이 여러 개 형성되는 건가요? 아니면 MUSIC 파일 내로 전부 들어가게 되나요? 

6. MUSIC 파일 내로 전부 들어가게 된다면, 플레이어로 재생 시 파일 내 순서대로 재생되는건가요?

정말 기계는 초보라 답변 부탁드립니다 ㅠㅠ"
취미,음악,"실용음악과 진학을 희망하고 있는 고등학생입니다
음악 작업을 위해 맥북을 사려고 하는데
왜 음악 작업을 할 때 맥북을 쓰는지,
어느 제품이 좋을지 추천 부탁드려요ㅠㅜ…"
취미,음악,
취미,음악,
취미,음악,
취미,음악,"긴글 읽을 시간 없는 분께서는 마지막 말만 보고 답변을 해주시길…그치만 긴글 읽는게 좋으걸료 ㅎ



중간고사 끝난 고2 입니다.
하고싶은것도 잘하는것도 취미도 없는 고2에요.
주위 친구들은 하고 싶은거 찾아서 열심히 사는데
나만 시간낭비하고 아무것도 하지 않아서 현타가 옵니다.
예전에 피아노를 배웠어서 피아노를 다시 하고싶은 마음이 큽니다. 다들 피아노는 취미로 하고 직업삼아 하지 말라고
나중에 크게 후회하니까..피아노로 먹고살기 힘들다고 취미로만 하라고 말하네요. 알아요 저도… 압니다.
부모님께서는 대학을 가기 원하세요
전 성적은 밑바닥 꼴찌고 하고싶은것도 잘하는것도 없고
공부하려고 책상에 앉기가 그렇게 힘들더군요
공부하려는 의지도 없기에 더 힘든거 같아요
저도 대학 가고싶어요
그치만 성적 올리려고 이번 중간 열심히 해봣는데 의지도 인내도 없어서 막판에 포기해버려서 개판을 쳤구요…
대학이 목표이다보니 내가 잘하고 좋아하는걸로 대학을 가자고 생각하니 딱 실용음악 피아노과를 생각이 났어요.
중딩때부터 어린마음에 피아노도 해보고싶고 운동도 해보고싶고 이것저것 생각만 하다 벌써 고2 반까지 와버렸는데
진로 생각만 하다보니 지금껏 생각한 것중에 음악을 하고싶다는 생각은 끊임없이 했더라구요.. ㅎ
주위 사람들의 현실적인 조언들은 죄다 음악은 먹고살기 힘드니까, 나중에 후회하는 사람 많으니까 돌아오는 말은 결국 취미로만 하라는게 다에요.
이런말만 들으니 아 진짜 취미로만 하고 이과인 내가 그나마 좋아하는 생명과학을 살려 성적을 올리고 간호학과를 가야겠다!! 이렇게 맘을 먹다가도 음악을 하지 않으면 후회를 엄청 할거같은 생각이 막 들고… 또 책상에 한 번 앉기 힘든 저가 공부할 의지도 없이 성적만 올리려니 뜻대로 되지 않을거 같고 … 물론 실용음악 피아노과를 가려면 성적을 올려야하는거 잘 압니다.. 하고싶은게 있으면 그나마 열심히 할거같고…간호학과?도 물론 가고싶죠 음악을 안한다면.. 그치만 음악을 포기하고 간호학과를 가야겠다 생각하면 제 머릿속에 음악이 맴돌아서 미치겠어요…
솔직히 말하자면 무조건 대학이 목표이기에 내가 자신있는걸로 가면 쉽게 들어갈 수 있을거 같아서 .. 서울예술대학교..예술쪽으로 인정받는 대학이잖아요
내가 간당간당하게 대학 붙거나 떨어질바엔 가능성 있을거 같은 예술쪽으로 생각을 한거구요….
그치만 울 엄마께선 당장 공부부터 하고 말하래요..
알아요 공부도 안하고 하고싶은것만 말하는거… 내가 너무 진심없고 이것저것 관심이 많아 엄마에겐 진심으로 안느껴진거 같아 진심으로 오늘 한 번 더 말해봤더니
공부부터 하고 고3때 시작해도 늦지 않았다고…
난 지금 안하면 시간낭비라 생각하고…
아 이거 쓰면서도 미치겠다요
음악을 할까 간호학과를 갈까…저흐ㅣ엄마깨선 내 성적으로는 지방대 간호학과도 못간다 하시고… 제 자존감은 뚝뚝 떨어지고…아 물론 틀린말은 아닌것같지만
음악…………취미로만 하는게 나을까요….?"
취미,음악,
취미,음악,"https://youtube.com/shorts/v4KcRl6hh-Q?si=bwpUFON9axEV0tRz

도입부에 깔리는 음악 알려주세요"
취미,음악,고2 1학기 기말고사를 앞둬 진로를 실용음악쪽으로 생각하고있는데 많이 늦었을까요..? 예전부터 음악을 좋아했어서 진로를 계속 실용음악으로 생각하고 있었는데 부모님 반대로 포기했었어요.. 이제 진로도 찾아야하는시기에 음악말고는 하고싶은 것도 없는데 지금 준비하면 많이 늦는거겠죠..? ㅠㅠ 재수해서라도 꼭하고 싶은게 음악인데..성적도 좀 낮은편이라.. 대학도 갈수있을지 모르겠네요
취미,음악,
취미,음악,
취미,음악,
취미,음악,
취미,음악,"임영웅 3사 음악방송 인증샷 사진들이 다 있던데요
한장에 모아진 사진도 있을까요?"
취미,음악,
취미,음악,
취미,음악,
취미,음악,
취미,음악,스웨디시 팝 차트 보려면 어떻게 해야하나요?스웨덴 음악들으려면 앱이랑 사이트 추천 부탁합니다.
취미,음악,음악 용어 좀 알려주세요 벌스나 코러스 같은 거요
취미,음악,"안녕하세요. 음악교육과 생각하고있는 고3입니다.
음악교육과를 생각하고있는데 전남 광주쪽으로 가고싶거든요...내신은 5등급정도 되구요...

1.전남 광주쪽으로 가고싶은데 제 성적으로 갈 수 있는 그런 음악교육과 대학교가 있을까요?

2.피아노과랑 음악교육과를 생각하고있는데 한두군데정도만 음악교육과를 생각하고있는데 음악교육과를 가는게 좋을까요?

제발여..빠른 답변 감사하겠습니다...ㅠㅠ"
취미,음악,"안녕하세요.
아래 링크 동영상의 초반에 나오는 음악의 종류가 무엇인가요??
비슷한 노래를 찾아보고 싶은데 이런 쪽으로는 전혀 지식이 없어 질문 드립니다.
http://www.youtube.com/watch?v=HxlysqrFjHo"
취미,음악,음악 수행평가로 독일 대중음악 알아오라해서요
취미,음악,
취미,음악,
취미,음악,"음악과 수학2(함수의 극한과 연속, 미분, 적분)를 연관지어 수행평가를 해야 하는데 그와 관련되는 수학공식이나 법칙을 알려주실 수 있나요??"
취미,음악,제가 갤럭시 쓸 땐 음악 다운이라고 유튜브 동영상을 소리로만 다운로드 받을 수 있는 앱으로 노래를 들었었는데 아이폰엔 없더라고요..꼭 유튜브 동영상 소리만 나오게는 아니더라도 무료로 음악 다운로드 받아 들을 수 있는 사이트나 앱 같은거 없을까요??불법 아닌걸로요..아님 애플도 구글 플레이 스토어 쓸 수 있나요??
취미,음악,
취미,음악,"저는 한번도 다른경로로 음악을 구매해본적도 없는 사람인데요.

정식으로 삼성 뮤직앱에서 노래를 770원씩 주고서 한곡씩 구매를 해뒀었는데 지금 다시 재다운하려니까 특정 노래들이 구매를 한적이 없다고 뜨면서 다시 구매하라는데 이게 뭔 ㅈ 버그인가요?

그러면 제 770원은 어디로 간거죠?

다른 음악들은 다 재다운이 뜨는데 특정 노래들만 다시 구매하라니까 기분이 확 상하네요"
취미,음악,"임영웅 MBC 쇼! 음악중심 1위 했잖아요~
배너 구할 수 있을까요?"
취미,음악,
취미,음악,
취미,음악,
취미,음악,
취미,음악,"안녕하세요, 제가 Resso (레쏘)라는 음악 스트리밍 서비스에 대해 궁금한 점이 있습니다. 이 서비스가 어떤 국가에서 운영되고 있는지, 그리고 Resso 플랫폼의 분위기와 특징이 어떤지 궁금합니다. 사용자 경험과 Resso가 다른 음악 스트리밍 서비스와 차별화되는 점에 대해서도 알고 싶습니다. 이와 관련된 정보를 제공해주실 수 있을까요? Resso의 사용자 인터페이스, 음악 선택 범위, 개인 맞춤형 플레이리스트 기능 등에 대한 상세한 설명을 듣고 싶습니다."
취미,음악,"안녕하세요 중1 여학생입니다.
저는 원래 음악과 준비중인 학생이였는데요! 실용음악의 늪에 빠져버렸습니다.
그래서 입시를 하는데 예고의 학비가 돈이 이제 많이 나가잖아요?

뭔가 이름있는곳 가고 싶은데 아직 1년도 안됐고 해서.. 잘 모르고 어렵고 어디가 먼저인지 궁금하고 곡 만들기도 해야해서 미래에 선배님들 저 좀 도와주세요!ㅜㅜ"
취미,음악,
취미,음악,"일본이 우리보다 음악시장이 훨씬 크다고 하잖아요
무슨뜻인가요 음악시장이 크다는게?"
취미,음악,"세계테마기행 - 중국음식 방랑기 편 엔딩크레딧에 나온 음악입니다
이 음악 무슨 음악인지 알 수 있을까요?
재생
18
00:00
00:30"
취미,음악,"질문 1
음악강사와 음악교사의 차이점은 무엇인가요?

질문2
음악강사(교사)는 꼭 초•중•고에서만 아이들을 가르치나요?"
취미,음악,
취미,음악,
취미,음악,
취미,음악,
취미,음악,
취미,음악,"안녕하세요 제가 지금 이용권이 저렴한 음악어플 찾고있습니다 추천 해주세요
없으면 그양 금액 상관없어 괜찮은 음악어플 추천해주세요"
취미,음악,
취미,음악,
취미,음악,
취미,음악,
취미,음악,
취미,음악,"실용음악과가 진학 목표인 고1 여학생입니다
고교학점제로 과목을 선택할 수 있게 되었잖아요?
그래서 수학은 확통을 들어볼 생각인데 또 뭘 들어야 실용음악과 진학하는데 유리할까요?"
취미,음악,
취미,음악,"실용음악과 기악 전공을 하고싶은데
뭐를 연습해야 할지 감이 안와요
조언좀 해주십쇼 ㅠㅠ"
취미,음악,
취미,음악,
취미,음악,
취미,음악,
취미,음악,"옛날어 나사에서 포착한 어떤 행성인가 별인가에서 나는 음악에대한 영상을 봤는데 못 찾겠어요ㅠㅠ 혹시 알고계신분 있나요?
교항곡같고 노래가 엄청 좋았어요"
취미,음악,고등학교 음악 수행평가를 해야 하는데 제가 장래희망이 경찰이라 진로와 연관 시키고 싶은데 경찰과 관련된 음악 책 몇 권 좀 추천해 주세요..!
취미,음악,"중세 시대나 바이킹 관련 드라마,게임들 보면 전쟁하기 전에 결의를 다지는듯한 그런 웅장한 음악들의 장르가 뭔가요? 그냥 포괄적으로 노르딕 전통 음악으로 봐야하나요? 취미로 작곡 하고있는데 한번 만들어보고 싶어서 공부하려니 어디는 바이킹 포크 음악이라 그러고 어디는 아일랜드 포크 음악이라고 그러니 뭘 찾아서 공부해야할지 모르겠습니다"
취미,음악,"고 1입니다. 제가 경기대 경찰행정학과를 교과전형이나 종합전형으로 가려하는데 만약 종합전형으로 가면 음악이랑
정보의 비중이 어느정도일까요? 열심히 안한 과목들이라.."
취미,음악,
취미,음악,
취미,음악,"현재 고1인 학생입니다
갑작스럽게 음악이 하고싶어서 질문올려봅니다
1.기타를 배워서 실용음악학과로 가고싶은데 실용음악학원에서 기타로 갈거라하면 되는건가요?
 아니면 따로 더 세세하게 뭐가 있나요?
2.실용음악학과로 진학한다면 보통 무슨직업을 가지게되나요?"
취미,음악,
취미,음악,"진로에 대해 아직도 갈피를 못 잡고 있습니다.
요즘 알게된게 음악심리상담사 라는 직업인데, 자격증취득이라던가 민간자격증은 아무래도좀 힘들다고 하더라구요
그래서 질문합니다!
 제가 지금 현재 피아노과3학년에 재학중이고, 심리에 관한건 전혀 모릅니다.
음악심리상담사 라는 직업에 관심이 있어서요
피아노과 졸업후 대학원으로 가야지 어느정도 인정을 받는건가요?
그러면 대학원에 가기 위해서 또 따로 꼭 들어야 하는 수업은 무엇이고, 어느대학원이 현재 음악심리로는 유명한지 알려주세요ㅠㅠ
 1. 피아노과 학생이 음악심리에 관한 대학원을 진학할수 있는지
2. 어느 대학원이 유명한지
3. 음악심리를 위해 피아노를 전공한게 도움이 되는지
4. 이러한 대학원을 진학하기위해 따로 꼭 들어야 하는 수업은 무엇인지"
취미,음악,
취미,음악,
취미,음악,임영웅 이번주에도 순위에 오른 음악방송 프로그램도 있나요?
취미,음악,
취미,음악,
취미,음악,
취미,음악,
취미,음악,제가 음악학원으로 사업자등록을 했는데 업종 추가로 연습실대여를 하고싶어요. 제가 월세로 들어와있는 곳을 또 자리를 내주는 거라 무슨 임대동의서가 필요하다는데 양식이나 그런게 있을까요? 그리고 간이과세자에서 일반과세자로 변경 될 거라는데 왜 그런거죠?
취미,음악,
취미,음악,실용음악 작곡쪽으로 진로 생각하고 있는데 전자음악(미디)로 실기보는게 나을까요 일반 작곡으로 실기 보는게 나을까요? 포트폴리오는 또 어떻게 준비해야 하는건가요?
취미,음악,
취미,음악,
취미,음악,
취미,음악,제 진로가 일본어 쪽인데 학교에서 음악과 관련된 직업 한 가지를 찾아오라는데 진로랑 엮으라네요ㅜㅜ 일본어랑 조금이라도 엮어서 쓰려는데 음악 직업 몇 가지 추천 부탁드려요ㅜㅜ
취미,음악,
취미,음악,중3 여학생입니다 어릴 때 부터 음악을 좋아하기도 했고 늘 음악을 하고 싶다는 생각은 했지만 생각에서 그쳤었는데 이제와서야 음악을 배우고 싶다는 생각이 들어요. 사실 음악에 재능이 있는 편은 아니라서 하고 싶다는 생각만으로 진로를 틀어도 괜찮은건지 지금부터 준비해도 실음대를 갈 수 있는건지 현실적으로 가능한 건지 알려주세요. 분야는 싱어송라이터쪽 생각하고 있어요. 상대음감이고 배운거라곤 초등학교 때 피아노 학원 다녀본 것 말고 없어요.
취미,음악,
취미,음악,
취미,음악,
취미,음악,"안녕하세요. 이제 고2되는 학생입니다. 제가 노래 쪽으로 입시를 마음먹고 있는데.. 원래는 실용음악쪽으로 가려했으나 뮤지컬에도 관심이 많고 대학들도 뮤지컬과가 정원이 훨씬 많더라구요.. 그래서 이번 겨울부터 실용음악을 다니다가 뮤지컬로 틀어도 괜찮겠다 싶으면 고3때 부터 준비해도 괜찮을까요..?
뮤지컬 발성이랑 실용음악 발성이랑 많이 다르다고 들었는데 제가 연기는 해본적도 없고 무용에 자신이 없어서…. 어떻게 하는게 좋을까요..ㅠ?




#실용음악 #뮤지컬"
취미,음악,
취미,음악,
취미,음악,
취미,음악,"중2입니다 앞으로 외고를 가는게 목표기도 하죠!
근데 우리학교는 음악선생님께서 고등학교 진학담당이십니다. 저는 목소리가 않좋습니다. 그래서 음악가창 수행을 안보겠다고 했는데 혼났습니다. 그리고 강제로 하라고 요구하셨죠... 그래서 저는 교장선생님께 까지 찾아서 안하고 싶다고 했고 교장선생님께서 음악선생님께 잘 말해준다고 하셨죠. 다음날 음악선생님께선 왜 교장선생님 한테 일러바치냐고 혼내셨고 수행을 안보면 외고 입시에서 큰 요소인 생기부에 안좋은 내용들을 기재하겠다고 협박하셨죠. 어떻게 해야 될까요? 전 진짜 하기 싫습니다ㅠㅠㅠ"
취미,음악,
취미,음악,
취미,음악,
취미,음악,"임영웅 신곡 발매 후 음악 방송 출연 소식 들었는데 어느
음악방송 언제 나가는지 알수 있나요?"
취미,음악,
취미,음악,
취미,음악,
취미,음악,
취미,음악,"안녕하세요 중1 남자입니다. 제가 초등학교 6학년부터 지금까지 쭉 기타를 치고있는데요 재능은 많이 없지만 그래도 음악을 계속하고 싶어서 서울실용음악고등학교를 가고싶어요. 실력은 그럭저럭한데요, 서울실용음악고등학교가려면 학원에서 더 집중적으로 배워야할지, 가려면 어느정도 실력이 되야하는지 궁금해요. 아시는 분 있으면 답변 부탁드립니다."
취미,음악,"안녕하세요 17살 실용음악 전공으로 일렉기타를 연주하는 고1 학생입니다
지금은 예술고등학교에서 인문계로 전학을 온 상태입니다
1~2년간 목표로 하고 있던 예술고등학교를 합격하고 원하는 학교에 갔는데
통학으로 3시간 20분을 써야해서 많은 고민 끝에 전학을 결정했습니다

해외에서 많은 아티스트들을 만나면서 세션 활동을 하고 싶다 라는 꿈을 가지고 있습니다

대학생때부터 해외에 있는 학교에 가서 공부를 해야할지 한국에서 실용음악 대학교를 졸업하고
외국으로 나가야 할지 한국에서 졸업을 하고 해외로 공부를 하러 가야하는지
해외로 가게 된다면 어떻게 음악생활을 해야 할지 고민입니다

해외의 좋은 실용음악 대학교가 궁금합니다
해외로 나갈 시기는 언제가 좋을지 궁금합니다
해외에서 음악을 하며 경제적 문제를 어떻게 해결해야 할 지 궁금합니다
해외에서 음악을 할 때의 장단점이 궁금합니다"
취미,음악,
취미,음악,어제부터 운동할때 음악이 안들려요. 워치에서는 유투브 오프라인 음악이나오고있는거같은데 이어폰도 링크됐다고하는데 왜 안들릴까요.
취미,음악,
취미,음악,
취미,음악,
취미,음악,
취미,음악,"내공 100걸어요. 제목 그대롭니다 음악쪽 직업? 진로? 관련해서 질문드려봅니다:-)

1.이번년도에 중1로 올라온 학생인데 음악 시작하기에 많이 늦었을까요?? 이전에는 음악을 거의 접해본 적이 없어서 기초 조차 안잡혀있습니다ㅜㅜ

2.작곡이나 작사는 별로 관심없고 보컬이랑 악기다루는 것만 하고싶은데 혹시 작곡이나 작사는 다른곳에서 받아오고 보컬이랑 악기만 하면서 음원발매하고 콘서트는 안하는 그런 직업 있을까요??

3.예고가면 자퇴도 많이하고 별로 안좋다고 들었는데 진짜인가요?? 만약 예고에 안가고 그냥 인문계가서 음악해도 충분히 성공 가능할까요,,?

4.지금부터라도 음악시작하려면 가장 먼저 어떤 학원이나 과외부터 해야할까요?? 보컬도 하고싶고 악기도 만지고 싶은데 일단 기초도 꽉 잡아둬야할 것 같아서 어떻게 시작해야할지 굉장히 망설여집니다,,ㅎㅎ

5.저희집이 딱히 형편이 좋은편이 아니라 그런데 음악하면 돈 많이많이 들까요?? 만약 저희집 형편에 안맞는 그런거라도 꼭 하고싶은데 그런경우에는 어떡해야할까요ㅠㅠ

6.음악쪽 하시면 보통 대학은 어디로 자주가고 학과는 어느학과로 해야하나요?

7.음원발매 같은건 대체 어떻게 하는건가요?! 꼭 소속사가 있어야 하고 따로 해주는 사람이 있어야하나요..? 아니면 그냥 개인적으로도 충분히 발매하고 작업할 수 있는건가요?

진짜 아는게 하나도 없습니다.. 관련해서 다 자세히 설명해주실수록 저는 좋아요!!!"
취미,음악,
취미,음악,55분쯤에 관희 혜선 수영하고 온탕에 있을때 나온 기타 음악이 안나오네요. 아시는분 있으신가요?
취미,음악,"스마트 워치 중 유투브 같은 스트리밍 기능이 사용가능한 게 있을까요?

지금 운동 중 샤오미 어메이즈핏 gts2 mini 사용중인데 음악 버튼은 있긴한데 이게 어떻게 사용하는지도 모르겠고 사실 음악을 유투브로만 들어서 혹시 가능한지 여쭤봅니다."
취미,음악,"안녕하세요. 이제 고2되는 학생입니다. 제가 노래 쪽으로 입시를 마음먹고 있는데.. 원래는 실용음악쪽으로 가려했으나 뮤지컬에도 관심이 많고 대학들도 뮤지컬과가 정원이 훨씬 많더라구요.. 그래서 이번 겨울부터 실용음악을 다니다가 뮤지컬로 틀어도 괜찮겠다 싶으면 고3때 부터 준비해도 괜찮을까요..?
뮤지컬 발성이랑 실용음악 발성이랑 많이 다르다고 들었는데 제가 연기는 해본적도 없고 무용에 자신이 없어서…. 어떻게 하는게 좋을까요..ㅠ?




#실용음악 #뮤지컬"
취미,음악,
취미,음악,
취미,음악,
취미,음악,"에어드랍 주변사람전부로 설정완료했는대 기본음악어플에서 음악을 공유하기 버튼이 없어요

사진파일은 화살표가 위로된 공유 버튼이 나오는대 음악파일은 안나오는대 공유 하는 방법을 알려주세요

그리고 아래의 사진은 제 보관함에 있는 음악인대 세번째에 다운로드 버튼은 뭐죠?

이미 폰에있는 음악을 뭘다운한다는 건가요?"
취미,음악,"제가 원래는 서울예대나 호원대 실용음악과를 목표로 잡고 있었는데요(왜냐하면 다 서울예대나 호원대가 실용음악쪽에서는 서연고랑 똑같다길래) 근데 제 친구에게 그걸 말해주니까 서울예대를 왜가냐면서, 거기 거의 공고취급 받는데라고 하더라고요. 게다가 저희 어머니께서도 한번도 안들어보셨고 오히려 
'한예종'가면 좋겠다고 하시더라고요. 한예종도 들어본적 있긴한데 뭐가 더 평판(?)이나 좋은 교수님들이 모여계시죠??"
취미,음악,
취미,음악,
취미,음악,묵자 입장에서 ‘음악은 인간이 추구해서는 안 되는 쾌락 중 하나이다.’가 틀린 선지라는데 묵자가 모든 음악을 반대한 것이 아닌가요? 해설보면 귀족의 사치스러운 음악을 비판하고 노동요와 같은 음악에 반대한 것은 아니라는데 헷갈리네요…ㅠㅠ
취미,음악,"버추얼 아이돌 음악중심 무대 촬영은 어떻게 하는건가요?
따로 무대가있고 관중석은 없고 방송으로만 내보내지는건가요?"
취미,음악,"임영웅 지난주 음악방송 3군데 출연했던데
사진좀 볼 수 있을까요?
짤말고 고화질 사진요~
3군데 중 아무거나 올려주세요"
취미,음악,
취미,음악,
취미,음악,
취미,음악,
취미,음악,"이 장면에서 나오는 기타 음악이 좋아서
제목이 알고싶어요.
내공100 겁니다"
취미,음악,"이대 음대다니고 있는 학부생입니다 음악치료로 대학원 진학 생각중인데 자대 대학원말고 좀더 좋은 학교 대학원 알아보는데 음악치료과 자체가 서울대랑연고대 쪽엔 없는 거 같더라구요 이름은 다르지만 음악치료 배우거나 하는 과 없을까요..?
그냥 심리학을 가기엔 통계도 그렇고 부담돼서,, 아니면 좀 막연하게 생각중이라 아는 정보도 많이 없어서 다른 루트도 있다면 알려주실 수 있나요?? 유학은 생각없어요,,"
취미,음악,
취미,음악,
취미,음악,"아이팟 같은 음악 듣는 기계의 통칭이 뭔가요
운동 할 때 핸드폰은 너무 무거워서 음악만 들을 수 있는 가벼운 기계를 사고 싶은데, 아이팟은 블루투스 지원이 안되는 것 같아서 블루투스 지원 되는 음악 들을 수 있는 기계 추천해주시면 감사하겠습니다. 정확한 명칭도요"
취미,음악,
취미,음악,
취미,음악,"엄마께서 말자싸롱 창업 하셨는데요

호프집은 발라드나 최신가요(Top100) 둘중에
어떤걸 많이 틀어놓나요?

음악도 중요한거 같아서요

그리고 호프집 사장님들 주로
멜론 플레이어 사용하시나요? 아님 유튜브로 들으시는지 궁금해요"
취미,음악,"광문고등학교에 다니고 있는
자녀를 키우고 있는 엄마예요~

요즘에는 음악 수행평가도 생각보다
어렵더라고요?

저도 음악에 대해서는
잘 알지 못하기 때문에
도와줄 수 있는 부분이 없었어요

그래서 학원에 다니면서 좀 더 쉽게
배워볼 수 있지 않을까
생각도 들었고 더불어 아이가
악기 하나쯤은 배워보고 싶다고 해서
음악학원을 알아보고 있어요

학교에서도 가깝고 선생님께서
잘 가르쳐주는 곳이 있다면 추천해 주세요~"
취미,음악,안녕하세요 직업고민의 질문 하려고합니다 제가 실용음악과가야됄지 약대 가야할지 고민이에요 제가 실용음악을 약대보다 더 관심이 쏠리는데 실용음악이 엄청 어렵다고 하더라고요약대도 관심이 있긴한데 약대보다는 실용음악이 더 관심이 좋아요 어디로 가야할까요?
취미,음악,
취미,음악,"제가 음악을 직접 하는 가수나 작곡가, 작사가는 할 자신이 없지만 그래도 음악과 관련된 일을 하고 싶은데 음악 산업 시장(?)과 관련된 직업은 무엇이 있나요?"
